listing_id,id,date,reviewer_id,reviewer_name,comments
2818,94243,2010-09-10,202035,Agam,"Daniel's setup was very good.  Like other reviewers have said before, he has a lot of nice little touches and everything is extremely well thought out in providing a seamless experience for his guests.  

Daniel himself was really nice and accommodating.  He helped me figure out all my public transportation needs, weather predictions and requests.

His place is clean and near lots of different tram lines, so you can get pretty much anywhere.  Also he seems to work around your schedule in terms of cleaning the room and letting you use the shower, etc.  So it's just really comfortable in that regard where you don't feel like you are imposing too much.

There are also some food options around his apartment to grab some food late at night which is always handy.  Would definitely stay there agin."
2818,97728,2010-09-15,211004,Alexandra,"Our stay at Daniel was awesome. He has a beautiful flat which is very tidy and neat. The room to rent is also very nice. It has two comfy beds and a wardrobe. Daniel also provides a private kettel, a range of tea and coffee. There are also towels for which Daniel provides a special space in the bathroom. 
What was outstanding, was that Daniel also lent us two of his bikes. This was most helpful as we hadn't to figure out the public transport and were free to discover Amsterdam by bike. Even if you would have to take the bus or tram the appartment is located idealy to various stops. "
2818,105516,2010-09-26,217961,Sam,"my stay with Daniel was truly one of the highlights of of my visit to amsterdam. Not only was the room smashingly decorated (a great example of modern Dutch living), spotlessly clean and serenely comfortable , but having Daniel as a point of reference was my key to discovering the city. From the get-go he freely offered advice whenever i had questions about where to go or what to do in Amsterdam. The room is located at quite 15 minut from the heart of the city, but i didn't find this hindering. i was able to get to the center in 15 minut. also the bus stop is only 3 minut walk from the house . There are plenty of restaurants, cafes and groceries in the area. And staying here is also a great way to see how the locals are living. I would recommend Daniel's residence to anyone looking for a smart, affordable alternative to hotels or hostels.definetly will be goin there again thank you daniel so much for everything u done for me to make my stay very confortable..  

"
2818,112271,2010-10-05,227259,Diana,"Daniel makes his guests feel completely welcome,  he checks in to make sure you are having a great time and if you need anything further. He is always available by phone. The room is well appointed with maps and information to get you around the Amsterdam seamlessly.  The room is nicely decorated and very clean with a armoire for your clothes so you don't need to live out of your suitcase. I would definitely stay at Daniel's again.  I had a great time."
2818,114145,2010-10-08,224147,Sylvia,"Daniel's place was without a doubt the most rewarding of our trip to Europe. His attention to details and kindness make his place an excellent alternative for those considering a bed and breakfast in Amsterdam
I strongly advise to consider his place: Great location, an affordable price, a clean and organized room and a great host. What else can you ask for?
Thanks Daniel
Hope to see u soon!"
2818,117153,2010-10-12,216750,Darlo,"My sister and I had a awesome experience in Amsterdam and it all started with Daniel, his graciousness as a host - helping us find his quiet apartment, his tea and conversations, maps, comfortable room and accommadations. We would definately stay at Daniel's the next time we visit Amsterdam. "
2818,126525,2010-10-25,241053,Roberto,"Staying st Daniel's was flawless, everything was perfect. Daniel has everything well organized and well planned for the guests. He provides maps and books of Amsterdam, and he is always available for any help you might need.

The room is very quiet, and well decorated, very clean.
He provides the room with towels, tea, coffee and a wardrobe.

I felt very comfortable, I would stay again. "
2818,140762,2010-11-17,268213,Rahul,"Daniel's place was very nice and the neighbourhood was good as well. Everything very close and reachable. If you are travelling outside amsterdam for business the station and public transport is very convinient.

Daniel is a great host. Always recomendable.

Regards
Rahul"
2818,143537,2010-11-23,54482,Marta,"Me and my boyfriend have spent three nights at Daniel´s place, and we are very pleased with the choice. Daniel is charming, always aware that everything was fine. His house is very nice, very clean and beautiful. The room is very nice and the beds are very comfortable. We had at our disposal free bikes, coffee ant tea, guides, towels, hair dryer...
The only downside is that we couldn´t be much with Daniel, who was a lovely person!
If we go back to Amsterdam we would repeat for sure!
Thank you Daniel!"
2818,161816,2011-01-01,329040,Leigh And Stefanie,Daniel provides 5 star service. He is a super nice guy and he is super friendly and well organized. I was traveling with a buddy and everything worked out great. My stay was over a year ago and I only just figured out how to write a review. Happy travels everyone !
2818,194298,2011-03-07,374779,Drew,"Daniel's place is a fantastic place to stay in Amsterdam if you expect to be spending (as you should) most or all of your time out and about in the city. It's particularly well-suited to the solo traveller and Daniel is a fantastic host. 

Slightly outside the 'core' of Amsterdam, but transport is extremely convenient and Daniel is hugely accommodating with late-night schedules. 

Only thing I'd say is that it is best if you have experienced what European apartments are actually like. Daniel's is really, really nice - but it IS European. If you're fresh off the plane from North America and have never been to Europe before I'd suggest you get a hotel for a few days first. But I'd say that about any European apartment. 

Hugely enjoyed my time. Highly recommend.  "
2818,196836,2011-03-11,422476,Colin,"Staying at Daniel's apartment was great! My boyfriend and I stayed here two nights and were very happy to do so. Daniel was a terrific host who made us feel at home. The room we stayed in was lovely and comfortable, and he provided us with a hair dryer, towels, tea and coffee, maps and guide books. He was a wealth of information in terms of when to go to certain museums, what was and wasn't worthwhile, and the best ways to get around using public transportation. He even allowed us to use his bikes free of charge! He was very accommodating and accepted our booking very last minute, and didn't mind that we were arriving late in the evening on a weeknight. The location of his apartment is also great--near both train and bus stops, in a nice, quiet neighborhood. I would absolutely recommend staying here! "
2818,214718,2011-04-01,442422,Angela,"Daniel's apartment was perfect for my 5 days in Amsterdam (march 2011) and was a great value. It is only 5 minutes away from the bus and is in a safe residential area. The area has public transports, restaurants, laundry, supermarket. The apartment was also very comfortable and very well-equipped. The kitchen, work desk, shower and bathroom were all very nice. It is well maintained, very clean, nicely decorated. The bed is really comfortable, the sheets are soft and fragrant. There were beautiful flowers, tea and hot water inside my room. He has an eye for everything, is friendly and very professional. Daniel arranged everything and advised me before the trip. His manager went well beyond to answer my daily questions, taught me how travel around the city, and was nearby most times or quickly responded to my messages.  In short: go to Amsterdam, rent Daniel's appartment and be happy. Thanks again, Daniel for a great stay! Angela (Brazil)."
2818,232163,2011-04-19,485490,Aisling,"Great Trip, accomodation was very clean and Daniel was very welcoming and professional. He provides hotel-like accomodation with a real feeling of Amsterdam. Would highly recommend a stay at Daniel's. "
2818,260298,2011-05-12,229991,Marsha,"Daniel is an amazing host!  The room is exceptionally comfortable, very good mattresses, very pretty, light and airy.  There is a tea service area with a small fridge that was very convenient.  The environment was exceptionally clean, organized and Daniel has maps and a wealth of information available for tourists.  He was great at helping us to make arrangements for tourist tickets online.  The most wonderful thing about his location is the neighborhood, especially if you are looking for a local experience.  It was very easy to use the public transit system from his location.  Everything is close.  Daniel offered bikes to use and that was fabulous.  Daniel did everything possible to provide a pleasant experience and we had an amazing time.  I highly recommend Daniel's place.  "
2818,314616,2011-06-14,636413,Sabine,We spent  a few day by Daniel. We have a very good accomotion. Daniel is very kind and busy man for his guest. We will come back to Amsterdam and defently go to Daniel. 
2818,330647,2011-06-23,668411,Marcia,"Daniel is a welcoming and accommodating host who is interesting to talk with. The room is attractive and very comfortable. The location is not far by public transport from anything that you might want to do in Amsterdam. Don't hesitate to ask Daniel questions about things to do, how to get there, and especially places to eat. His recommendations are excellent!

We loved our stay in Amsterdam and would gladly stay with Daniel again."
2818,341388,2011-06-28,711463,Sunny,"Daniel is a very kind, helpful, and nice host. We were amazed at his careful attention at every detail for the guests. Everything was very clean as a nice hotel. The room is so cozy and bright, you can even see a nice little garden from the window. 

We did not plan much for this trip, but on the first night we could perfectly plan out everything with the resources Daniel provided us. All the travel guides and efficient maps are in the room! 

If you a big fan of Thai food, ask Daniel where to go for your first meal in Amsterdam near his place- it was THE BEST. 

Thank you Daniel!!!
Sunny K"
2818,359800,2011-07-08,400176,Sharon,"Daniel is a phenomenal host; he has everything you could need and has an answer for every question we had.  The room is better than the photo and the accomodations were wonderful.  Daniel was great with communication both before and during our stay.  The location has easy access to tram, bus, stores, restaurants, and pubs - all within walking distance. I will definitely stay with Daniel again and I have already recommended his room to family and friends."
2818,369637,2011-07-12,772352,David,"Daniel is an outstanding host. He is extraordinarily organized & tidy. The room was spotless, and the two beds were comfortable. There is quite a lot of space, and a beautiful view of his backyard garden out the bedroom window. It is so nice to open the windows and see greenery and hear the chirping birds. It is an easy 10-15 minute bike ride to Amsterdam Centraal Station, and all the rest that the city has to offer. Highly recommended! I would definitely stay again."
2818,510827,2011-09-07,909454,Yana,"Daniels's place is really fantastic and he was a great host! 

His place is beautifully decorated and very clean and no detail is lost to the make the stay very comfortable for his guests. From the latest cover of ""time out amsterdam"" to color coded towel rack for guests, to the most comfortable beds and pillows, latest travel books,  keys for each guest, his place set a high standard of what Airbnb should be like.

Especially grateful for countless hours Daniel put into helping my travel parner with her lost passport/wallet in another country, and having a converter for my mac.

His home was quiet and peaceful, and he has a lovely garden. The bus is a block away, supermarket 2 blocks away, and a great restaurant Bahnus(?) is 2-3 blocks away, serves very good dinner.

Highly recommend his home for exploring Amsterdam. There is a park  about 20 minutes away that's a must see for a flower lover, it's called Oosterpark and it was delightful!"
2818,515199,2011-09-09,801728,Dominic,"Our stay with Daniel was enjoyable - our only complaint was the non-stop-rain during our visit, and really Daniel could have done nothing about this!"
2818,542894,2011-09-18,1033494,Franziska,"Daniel is a great host, he is very helpful and he can give you any info about amsterdam you need. The room as well as the bathroom and toilet are very clean. Daniel's place is located 1,4 km away from a park+ride, in a nice neighborhood and is really good connected to the city center.  Highly recommended!"
2818,554817,2011-09-21,1119102,Adam,"Daniel was the definition of a fantastic host. His place was impeccable. When we arrived (which was late, and our ETA was changed a few times due to travel woes), our beds were made, clean towels neatly wrapped, soothing music playing, and the smell of fresh eucalyptus/mint filled the air. Overall, a fantastic experience I would recommend to everyone. 

Thanks Daniel!
Adam&Jess"
2818,698543,2011-11-07,62868,Rachel,"Daniel was an absolute dream host. His place is so clean, he is EXTREMELY organized and super sweet. We had such a great time in Amsterdam and Daniel had a major part of that. I can't tell you how much I recommend staying with him! THANKS DANIEL!!!!!!"
2818,825414,2012-01-02,1475799,Dhaval,Daniel is a great host even before reaching AMS he gave us good directions on how to get to his place. Leaving @ Daniels was wonderful. He has a great place in a quiet neighboorhood with easy access to trams and busses to get to the centraal station in 15 mins. On our arrival he shared a lot of good information about places to visit. We had an extra guest at the last minute and he was more than happy to accommodate  him in the living room. AMS is awesome and would definitely like to visit back and would stay @Daniels again :)
2818,1084419,2012-04-04,1315953,Miriam,"We felt very much welcomed at Daniel's place. Very thing is well organized, you are provided with eveything you need, the room is pleasant and Daniel is a sensitive and sensible host. It felt a bit like home :-) "
2818,1194128,2012-04-28,2133939,Christina,"Daniel was a great host! This was our first time staying in a B&B and let's just say he set the bar really high. His home was extremely clean and very well organized. The garden view was so peaceful. Both my bf and myself were sick during our Europe trip and Daniel was kind enough to offer us lozenges for our sore throats. He was also very helpful by providing maps, magazines on things to do and any other advice we needed. The room came equipped with coffee and tea and WiFi. His home is very close to public transportation and getting to central Amsterdam was a breeze. If I ever come back to Amsterdam I would definitely be staying at his place again. "
2818,1437274,2012-06-08,1899497,Fareeha,"I have nothing but praise for this gem of a place. Daniel is an exceptional host- he helped us carry our luggage, poured us juice, and gave us so many useful information that made our stay in Amsterdam truly memorable. The room provided a 5* experience and has everything you would possibly need for your stay. The apartment is tastefully decorated with beautiful artwork that is truly inspiring. If you are in Amsterdam, this is the place you should stay. You won't regret it. :)"
2818,1475433,2012-06-13,963429,Stefanie,"Daniel's is fantastic! 
Great location. Quiet room. Good beds. Fantastic bathroom. Spotlessly clean. Nice host. Fun bikes!
He has thought of everything to make his guests comfortable. We enjoyed our stay in Amsterdam very much thanks to Daniel!
Definitely recommend and would love to go back."
2818,1540158,2012-06-23,2059915,New,"Fun guy, easy to get along with. Good location to see the sights of Barcelona which are many. Enjoyed the dialogue and chatting. Recommended as a great host. "
2818,1594647,2012-06-30,2481566,Amilcar,"I stayed with my partner at Daniel's place for almost a week and we see Daniel as the perfect host. From the first moment he welcomed us in a very kindly, respectful and positive way. He provided us information about many places to go and he was always showing us the best alternatives in Amsterdam. At his home everything is perfectly organized and clean, the room is nice, cozy, comfortably, quiet and is located in a nice neighboorhood and very well connected. Definitively Daniel has done everything as possible to make our stay more enjoyable. The place is perfect and highly recommended."
2818,1872771,2012-08-02,3018525,Luis,"I was most satisfied with my stay in Daniel's place.  It was cozy, clean, and quiet.  Daniel was very helpful in giving directions on how to best get to his place with a bit of luggage.  On getting there he gave me directions on how best to get to do what I wanted in the time I had.  He provided privacy though I knew he was there to provide any help he could if needed.  I would recommend his place to my friends.  His place is in a very convenient and safe area.  I would definitely look into his place if I had another chance to go to Amsterdam. Thanks, Daniel."
2818,2281683,2012-09-14,193685,James & Diane,"Wonderful, quiet and relaxing is the best way to describe Daniels apartment. Plus, Daniel was very accommodating and extremely helpful with directions. I would recommend Daniels apartment to anyone that is looking for a relaxing environment while visiting Amsterdam. "
2818,3657240,2013-02-28,5253122,Sidney,The reservation was canceled 29 days before arrival. This is an automated posting.
2818,3956289,2013-03-30,5640272,Rustie,"We were very well received and his place was very clean. He's kind and wants you to feel at home. Our only complaint was that we were not made aware of the early morning check out time upon arrival and came home the night before to a note on the door asking us to be out by a certain time. As long as you get all the information and communication from him, you should be fine.

"
2818,4344658,2013-04-29,5787671,Karoline,"My friend and I really enjoyed our stay in Amsterdam - Daniel is so friendly  and hospitable - the greatest example of this was when we were returning to the central station, he rode his bike to give me my tiny earrings which were the only thing I forgot. He also made sure we had coffee and tea in the morning. "
2818,4524630,2013-05-10,6167602,Alexandra,"To describe our stay at Daniel's place in two words: absolutely wonderfull. Not only is Daniel a kind and caring person, but also a very attentive host who kept everything spotless. Although the apartment is close to the city center, we were more than thankfull that he lend us some bike for a real Amsterdam experience. But most of all, we really felt at home. Thank You, Daniel :)"
2818,4569852,2013-05-13,5703225,Shelley,"Daniel was absolutely fantastic! Communication was great and he gave us tons of good Amsterdam tips. He was very accessible, but let us have our space.

The apartment itself is incredibly clean, the room is a good size and very easy access to city center, rijksmuseum, vondelpark, and the train station - a 10 minute bus ride. Great wifi, tea and coffee in the room, this was a home away from home and a great first stop on our journey. This is a wonderful stay for 2 people, and I would definitely stay here again!"
2818,4928557,2013-06-02,1700889,John,"Just spent only three nights staying at Daniel's....wish it could have been a lot more.
If you want to stay at a place that is impeccably clean, organized, and with a great host then Daniel's is the place.  Daniel will do everything to make your stay enjoyable. "
2818,5120220,2013-06-13,758617,Deepak,"Of all the Airbnb places I've stayed at, Daniel has been the most professional host I've come across. Every bit of required information was provided before arrival, and the apartment was very clean and organized. The room looks just like it does in the pictures - well lit and colorful. Only slight problem we faced was a space issue when opening up multiple suitcases in the same room, but we got used to it soon enough. The room also has a mini-refrigerator - which was of great convenience. The neighborhood this apartment is located in is also very nice. Overall, very comfortable stay!"
2818,5282066,2013-06-22,6790170,Billy,"Daniel was a very kind and gracious host. Zeeberg is an interesting area that is a little rundown compared to other parts of Amsterdam but they're obviously working to improve it. Traveling to and from centraal was quick and easy, especially with Daniel's guidance on the transit system. Additionally, how Daniel handled wifi access and the keypads for the apartment was flawless and inventive. "
2818,6798865,2013-08-25,8239676,Frédéric,"Daniel est très hospitalier. Il est amical et fait en sorte que vous passiez un bon séjour chez lui et vous conseille sur la ville.
Son appartement est très propre, très bien rangé.
L'appartement est très bien desservi par les transports.
Mon ami et moi-même avons été très satisfaits de notre séjour passé dans son appartement.
Daniel is very hospitable. He is friendly and makes sure you have a good stay at home and advise you on the town.
His apartment is very clean, very tidy.
The apartment is very well served by public transport.
My friend and I were very satisfied with our stay in his apartment."
2818,7712133,2013-09-30,8745510,Juri,I traveled first time to Amsterdam with a friend and we stayed at Daniel´s.He was an excelent host with helping to find out routes and gave lots of tips how to handle things in Amsterdam.The place was very clean and quiet.We recomment Daniel´s room. Thank´s for your service.
2818,9600146,2014-01-03,10075270,Raphaël,"Super séjour à Amsterdam et ce en partie grâce à notre hébergement de qualité. Daniel est vraiment très aimable, prend soin que vous ayez tout a votre disposition (par exemple nous avons eu la chance d'avoir des vélos de prêts pour les 5 jours sur place ce qui nous a beaucoup simplifié les trajets). La chambre en soi est très mignone, avec, encore une fois, tout ce dont vous pourriez avoir besoin à votre disposition. L'endroit est calme, plaisant, et extrêmement bien tenu! Je recommande à tous ceux qui souhaitent visiter Amsterdam en paix (ou y faire la fête) ce super logement!"
2818,11310196,2014-03-29,6029464,Alejandro,"Daniel is a a very organized and professional host. A lot of information is at the hands of the guest from the very start. Tons of leaflets, magazines and print-outs about things to do in Amsterdam (plus bus routes and timetables) can be found in the room and in the hall of the apartment. The house is extremely clean. There are bus and tram stops nearby, which make it easy to get around the city. I would not hesitate to recommend Daniel to other people that want to stay in Amsterdam."
2818,11753031,2014-04-14,10641872,Farhan,"Daniel is a great host, his place is immaculate and comfortable. Daniel provided my friend and I with all the information we needed and then some. I would recommend Daniel's place to friends and family, no complaints what so ever."
2818,12789427,2014-05-11,12496735,Maneepan,"Daniel is the good host! He provided all necessary information of the trip for us.
His place is so peaceful and cleanses. It is near to tramp and bus station just 2-3 minutes by walk. We feel safe and comfort at Daniel place. "
2818,12934868,2014-05-14,4629258,Sarah,"Daniel was very professional, welcoming and friendly. His apartment is lovely, relaxing and calming. It was impeccable and the beds were so comfortable. I loved staying here. If you go to amsterdam, I highly recommend staying with Daniel. He provided maps and information and thought of everything possible to make my stay in pleasant.  The apartment is situated near to a tram stop so it was easy to get to and from the city center. 
"
2818,13041264,2014-05-18,14368839,Alexa,"Sehr saubere und gepflegte Wohnung. Daniel war sehr hilfsbereit und zuvorkommend. Die Verkehrsanbindung ist super. Man ist in ca. 10 min. am Hauptbahnhof. Ich würde jederzeit wieder bei Daniels übernachten, wenn ich in Amsterdam bin."
2818,14452516,2014-06-19,14891811,Veruzka,"He was a very nice host.  Myself and my fiancee stayed for 3 days in Amsterdam and we had a great time staying with Daniel.  He gave us help of where to go in the city, he rented bikes to us, and he gave us a map that was extremely useful in getting around.  He is very well organized and the whole stay was great and very easy."
2818,14614776,2014-06-23,13154289,Joseph,"We had a amazing stay at Daniel's.  The living space, room, and bathroom facilities are kept immaculate.  The neighborhood is very peaceful, quiet, and extremely well-connected to central Amsterdam, though several eateries and cafes are within a 5-minute walk.   There is also a well-maintained park (Flevopark) at the end of the street servicing nature-lovers and runners.  Last but not least, Daniel is both available, accommodating, and kind.  Do not think twice about this place!!!"
2818,15194300,2014-07-04,17103969,Tabea,Daniel is a very friendly and helpful person. He makes our stay in Amsterdam perfect! I just can advise him. 
2818,15331290,2014-07-07,16246003,Valerio,"Tutto perfetto...

Grazie mille"
2818,15577744,2014-07-12,15548753,Tatiana,"We stayed at Daniel's for 5 nights. His apartment is very quiet and impeccably clean; the bedroom is very nice, exaclty as in the photos (pillows and duvet are very good). Besides, there is a table and a small fridge. The shower (separate from the WC)  is also very good. The apartment is not in the center but you can easily reach it by bus, tram or metro. There are various restaurants, bars and cafés in the area - this is great because you get to know places where tourists usually do not go. 
Daniel is a great host, he provided us with very useful info about transport and things to do in Ams. Our stay was great, we did not have any problem at all in the apartment. I am sure Daniel would provide any further assistance that we may have needed, he really thinks about every tiny thing a tourist may need during his/her stay in Amsterdam. I also wanted to thank him for finding the contact lenses we forgot in the bedroom! Definitely recommend! "
